publish_data,tweet
196,"cmd || [];}fireOrSaveJsFunctions(0,function() {ga('send', 'event', { eventCategory: 'New Header - Desktop - UI/UX Testing', eventAction: 'Show new header - Desktop', eventLabel: 'Show new header - Desktop', nonInteraction: true});});var is_userMobile=0;var is_userTablet=0;var glob_responsiveOverride=0;var glob_customUserID=0;var category=[{""""displayNavName"""":""""ADHD \/ ADD"""",""""url"""":""""adhd""""},{""""displayNavName"""":""""Allergy"""",""""url"""":""""allergy""""},{""""displayNavName"""":""""Alzheimer's \/ Dementia"""",""""url"""":""""alzheimers""""},{""""displayNavName"""":""""Anxiety \/ Stress"""",""""url"""":""""anxiety""""},{""""displayNavName"""":""""Rheumatology"""",""""url"""":""""rheumatology""""},{""""displayNavName"""":""""Respiratory"""",""""url"""":""""respiratory""""},{""""displayNavName"""":""""Bipolar"""",""""url"""":""""bipolar""""},{""""displayNavName"""":""""Body Aches"""",""""url"""":""""bodyaches""""},{""""displayNavName"""":""""Breast Cancer"""",""""url"""":""""breast_cancer""""},{""""displayNavName"""":""""Cancer \/ Oncology"""",""""url"""":""""cancer-oncology""""},{""""displayNavName"""":""""Cardiovascular \/ Cardiology"""",""""url"""":""""cardiovascular""""},{""""displayNavName"""":""""Caregivers \/ Homecare"""",""""url"""":""""caregivers""""},{""""displayNavName"""":""""Cholesterol"""",""""url"""":""""cholesterol""""},{""""displayNavName"""":""""Crohn's"""",""""url"""":""""crohns""""},{""""displayNavName"""":""""Cystic Fibrosis"""",""""url"""":""""cystic_fibrosis""""},{""""displayNavName"""":""""Depression"""",""""url"""":""""depression""""},{""""displayNavName"""":""""Dermatology"""",""""url"""":""""dermatology""""},{""""displayNavName"""":""""Diabetes"""",""""url"""":""""diabetes""""},{""""displayNavName"""":""""Erectile Dysfunction"""",""""url"""":""""erectile_dysfunction""""},{""""displayNavName"""":""""Fertility"""",""""url"""":""""fertility""""},{""""displayNavName"""":""""Obesity \/ Weight Loss \/ Fitness"""",""""url"""":""""fitness-obesity""""},{""""displayNavName"""":""""Headache \/ Migraine"""",""""url"""":""""headache-migraine""""},{""""displayNavName"""":""""Liver Disease \/ Hepatitis"""",""""url"""":""""liver_disease""""},{""""displayNavName"""":""""HIV and AIDS"""",""""url"""":""""hiv-aids""""},{""""displayNavName"""":""""Hypertension"""",""""url"""":""""hypertension""""},{""""displayNavName"""":""""Irritable Bowel Syndrome"""",""""url"""":""""ibs""""},{""""displayNavName"""":""""Lung Cancer"""",""""url"""":""""lung_cancer""""},{""""displayNavName"""":""""Lymphoma"""",""""url"""":""""lymphoma""""},{""""displayNavName"""":""""Men's Health"""",""""url"""":""""mens_health""""},{""""displayNavName"""":""""Mental Health"""",""""url"""":""""mental_health""""},{""""displayNavName"""":""""Neurology \/ Neuroscience"""",""""url"""":""""neurology""""},{""""displayNavName"""":""""Pregnancy \/ Obstetrics"""",""""url"""":""""pregnancy""""},{""""displayNavName"""":""""Psychology \/ Psychiatry"""",""""url"""":""""psychology-psychiatry""""},{""""displayNavName"""":""""Schizophrenia"""",""""url"""":""""schizophrenia""""},{""""displayNavName"""":""""Seniors \/ Aging"""",""""url"""":""""seniors""""},{""""displayNavName"""":""""Sexual Health \/ STDs"""",""""url"""":""""sexual_health""""},{""""displayNavName"""":""""Statins"""",""""url"""":""""statins""""},{""""displayNavName"""":""""Urology \/ Nephrology"""",""""url"""":""""urology-nephrology""""},{""""displayNavName"""":""""Women's Health"""",""""url"""":""""womens_health""""},{""""displayNavName"""":""""Pediatrics \/ Children's Health"""",""""url"""":""""pediatrics""""},{""""displayNavName"""":""""Radiology \/ Nuclear Medicine"""",""""url"""":""""radiology""""},{""""displayNavName"""":""""Bones \/ Orthopedics"""",""""url"""":""""bones""""},{""""displayNavName"""":""""Public Health"""",""""url"""":""""public_health""""},{""""displayNavName"""":""""Bio-terrorism \/ Terrorism"""",""""url"""":""""bioterrorism""""},{""""displayNavName"""":""""Aid \/ Disasters"""",""""url"""":""""aid-disasters""""},{""""displayNavName"""":""""Genetics"""",""""url"""":""""genetics""""},{""""displayNavName"""":""""Ear, Nose and Throat"""",""""url"""":""""ent""""},{""""displayNavName"""":""""Alcohol \/ Illegal Drugs"""",""""url"""":""""alcohol""""},{""""displayNavName"""":""""Nursing \/ Midwifery"""",""""url"""":""""nursing""""},{""""displayNavName"""":""""Medical Students \/ Training"""",""""url"""":""""medical_students""""},{""""displayNavName"""":""""Pharma \/ Biotech Industry"""",""""url"""":""""pharma_industry""""},{""""displayNavName"""":""""Stem Cell Research"""",""""url"""":""""stem_cell""""},{""""displayNavName"""":""""Dentistry"""",""""url"""":""""dentistry""""},{""""displayNavName"""":""""Bird Flu \/ Avian Flu"""",""""url"""":""""birdflu""""},{""""displayNavName"""":""""MRSA \/ Drug Resistance"""",""""url"""":""""mrsa-superbug""""},{""""displayNavName"""":""""Eye Health \/ Blindness"""",""""url"""":""""eye_health""""},{""""displayNavName"""":""""Tropical Diseases"""",""""url"""":""""tropical_diseases""""},{""""displayNavName"""":""""Cleft Palate"""",""""url"""":""""cleft_palate""""},{""""displayNavName"""":""""Infectious Diseases"""",""""url"""":""""infectious_diseases""""},{""""displayNavName"""":""""Parkinson's Disease"""",""""url"""":""""parkinsons_disease""""},{""""displayNavName"""":""""GastroIntestinal"""",""""url"""":""""gastrointestinal""""},{""""displayNavName"""":""""CJD \/ vCJD \/ Mad Cow Disease"""",""""url"""":""""cjd-vcjd""""},{""""displayNavName"""":""""Nutrition \/ Diet"""",""""url"""":""""nutrition-diet""""},{""""displayNavName"""":""""Gout"""",""""url"""":""""gout""""},{""""displayNavName"""":""""Stroke"""",""""url"""":""""stroke""""},{""""displayNavName"""":""""Complementary Medicine"""",""""url"""":""""complementary_medicine""""},{""""displayNavName"""":""""Endocrinology"""",""""url"""":""""endocrinology""""},{""""displayNavName"""":""""Biology \/ Biochemistry"""",""""url"""":""""biology-biochemistry""""},{""""displayNavName"""":""""Multiple Sclerosis"""",""""url"""":""""multiple_sclerosis""""},{""""displayNavName"""":""""Autism"""",""""url"""":""""autism""""},{""""displayNavName"""":""""Water - Air Quality \/ Agriculture"""",""""url"""":""""water_quality""""},{""""displayNavName"""":""""Immune System \/ Vaccines"""",""""url"""":""""immune_system""""},{""""displayNavName"""":""""Lupus"""",""""url"""":""""lupus""""},{""""displayNavName"""":""""Cosmetic Medicine"""",""""url"""":""""cosmetic_medicine""""},{""""displayNavName"""":""""Rehabilitation"""",""""url"""":""""rehabilitation""""},{""""displayNavName"""":""""Pain \/ Anesthetics"""",""""url"""":""""pain""""},{""""displayNavName"""":""""Hearing \/ Deafness"""",""""url"""":""""hearing-deafness""""},{""""displayNavName"""":""""Muscular Dystrophy \/ ALS"""",""""url"""":""""muscular_dystrophy""""},{""""displayNavName"""":""""Sports Medicine \/ Fitness"""",""""url"""":""""sports_medicine""""},{""""displayNavName"""":""""MRI \/ PET \/ Ultrasound"""",""""url"""":""""mri-pet""""},{""""displayNavName"""":""""Huntingtons Disease"""",""""url"""":""""huntingtons_disease""""},{""""displayNavName"""":""""Medical Devices \/ Diagnostics"""",""""url"""":""""medical_devices""""},{""""displayNavName"""":""""Smoking \/ Quit Smoking"""",""""url"""":""""smoking""""},{""""displayNavName"""":""""Transplants \/ Organ Donations"""",""""url"""":""""transplants""""},{""""displayNavName"""":""""Sleep \/ Sleep Disorders"""",""""url"""":""""sleep""""},{""""displayNavName"""":""""IT \/ Internet \/ E-mail"""",""""url"""":""""it""""},{""""displayNavName"""":""""Dyslexia"""",""""url"""":""""dyslexia""""},{""""displayNavName"""":""""Medicare \/ Medicaid \/ SCHIP"""",""""url"""":""""medicare-medicaid""""},{""""displayNavName"""":""""Epilepsy"""",""""url"""":""""epilepsy""""},{""""displayNavName"""":""""Prostate \/ Prostate Cancer"""",""""url"""":""""prostate""""},{""""displayNavName"""":""""Veterinary"""",""""url"""":""""veterinary""""},{""""displayNavName"""":""""Abortion"""",""""url"""":""""abortion""""},{""""displayNavName"""":""""Health Insurance"""",""""url"""":""""health_insurance""""},{""""displayNavName"""":""""Litigation"""",""""url"""":""""medical_malpractice""""},{""""displayNavName"""":""""Clinical Trials \/ Drug Trials"""",""""url"""":""""clinical_trials""""},{""""displayNavName"""":""""Conferences"""",""""url"""":""""conferences""""},{""""displayNavName"""":""""Compliance"""",""""url"""":""""compliance""""},{""""displayNavName"""":""""Primary Care \/ General Practice"""",""""url"""":""""primary_care""""},{""""displayNavName"""":""""Flu \/ Cold \/ SARS"""",""""url"""":""""flu-sars""""},{""""displayNavName"""":""""Blood \/ Hematology"""",""""url"""":""""blood""""},{""""displayNavName"""":""""Colorectal Cancer"""",""""url"""":""""colorectal_cancer""""},{""""displayNavName"""":""""Acid Reflux \/ GERD"""",""""url"""":""""gerd""""},{""""displayNavName"""":""""Cervical Cancer \/ HPV Vaccine"""",""""url"""":""""cervical_cancer""""},{""""displayNavName"""":""""Eating Disorders"""",""""url"""":""""eatingdisorders""""},{""""displayNavName"""":""""Pharmacy \/ Pharmacist"""",""""url"""":""""pharmacy""""},{""""displayNavName"""":""""Regulatory Affairs"""",""""url"""":""""regulatoryaffairs""""},{""""displayNavName"""":""""Ovarian Cancer"""",""""url"""":""""ovarian_cancer""""},{""""displayNavName"""":""""Menopause"""",""""url"""":""""menopause""""},{""""displayNavName"""":""""Psoriasis"""",""""url"""":""""psoriasis""""},{""""displayNavName"""":""""Tuberculosis"""",""""url"""":""""tuberculosis""""},{""""displayNavName"""":""""Back Pain"""",""""url"""":""""back-pain""""},{""""displayNavName"""":""""Heart Disease"""",""""url"""":""""heart-disease""""},{""""displayNavName"""":""""Asbestos \/ Mesothelioma"""",""""url"""":""""asbestos""""},{""""displayNavName"""":""""Lymphology \/ Lymphedema"""",""""url"""":""""lymphology""""},{""""displayNavName"""":""""Veterans \/ Ex-Servicemen"""",""""url"""":""""veterans""""},{""""displayNavName"""":""""Medical Practice Management"""",""""url"""":""""medical_practice""""},{""""displayNavName"""":""""Melanoma \/ Skin Cancer"""",""""url"""":""""melanoma""""},{""""displayNavName"""":""""COPD"""",""""url"""":""""copd""""},{""""displayNavName"""":""""Palliative Care \/ Hospice Care"""",""""url"""":""""palliative_care""""},{""""displayNavName"""":""""Vascular"""",""""url"""":""""vascular""""},{""""displayNavName"""":""""Fibromyalgia"""",""""url"""":""""fibromyalgia""""},{""""displayNavName"""":""""Pancreatic Cancer"""",""""url"""":""""pancreatic-cancer""""},{""""displayNavName"""":""""Preventive Medicine"""",""""url"""":""""preventive-medicine""""},{""""displayNavName"""":""""Swine Flu"""",""""url"""":""""swine-flu""""},{""""displayNavName"""":""""Restless Legs Syndrome"""",""""url"""":""""restless-legs""""},{""""displayNavName"""":""""Food Intolerance"""",""""url"""":""""food-intolerance""""},{""""displayNavName"""":""""Personal Monitoring"""",""""url"""":""""personal-monitoring""""},{""""displayNavName"""":""""Surgery"""",""""url"""":""""surgery""""},{""""displayNavName"""":""""Emergency Medicine"""",""""url"""":""""emergency-medicine""""},{""""displayNavName"""":""""Pulmonary System"""",""""url"""":""""pulmonary-system""""},{""""displayNavName"""":""""Medical Innovation"""",""""url"""":""""medical-innovation""""},{""""displayNavName"""":""""Ebola"""",""""url"""":""""ebola""""},{""""displayNavName"""":""""Ulcerative Colitis"""",""""url"""":""""ulcerative-colitis""""},{""""displayNavName"""":""""Constipation"""",""""url"""":""""constipation""""},{""""displayNavName"""":""""Arrhythmia"""",""""url"""":""""arrhythmia""""},{""""displayNavName"""":""""Osteoporosis"""",""""url"""":""""osteoporosis""""},{""""displayNavName"""":""""Diabetes Type 1"""",""""url"""":""""diabetes-type-1""""},{""""displayNavName"""":""""Diabetes Type 2"""",""""url"""":""""diabetes-type-2""""},{""""displayNavName"""":""""Dry Eye"""",""""url"""":""""dry-eye""""},{""""displayNavName"""":""""Endometriosis"""",""""url"""":""""endometriosis""""},{""""displayNavName"""":""""Psoriatic Arthritis"""",""""url"""":""""psoriatic-arthritis""""},{""""displayNavName"""":""""Hypothyroid"""",""""url"""":""""hypothyroid""""},{""""displayNavName"""":""""Shingles"""",""""url"""":""""shingles""""},{""""displayNavName"""":""""Premature Ejaculation"""",""""url"""":""""premature-ejaculation""""},{""""displayNavName"""":""""Asthma"""",""""url"""":""""asthma""""},{""""displayNavName"""":""""VTE"""",""""url"""":""""vte""""},{""""displayNavName"""":""""Seasonal Allergy"""",""""url"""":""""seasonal-allergy""""},{""""displayNavName"""":""""Food Allergy"""",""""url"""":""""food-allergy""""},{""""displayNavName"""":""""OAB"""",""""url"""":""""oab""""},{""""displayNavName"""":""""Urinary Tract Infection"""",""""url"""":""""urinary-tract-infection""""},{""""displayNavName"""":""""Leukemia"""",""""url"""":""""leukemia""""},{""""displayNavName"""":""""Osteoarthritis"""",""""url"""":""""osteoarthritis""""},{""""displayNavName"""":""""Rheumatoid Arthritis"""",""""url"""":""""rheumatoid-arthritis""""},{""""displayNavName"""":""""Birth Control"""",""""url"""":""""birth-control-contraception""""},{""""displayNavName"""":""""Head and Neck Cancer"""",""""url"""":""""head-and-neck-cancer""""},{""""displayNavName"""":""""Atopic Dermatitis"""",""""url"""":""""atopic-dermatitis-eczema""""},{""""displayNavName"""":""""Bites and Stings"""",""""url"""":""""bites-stings""""}];var glob_testServer = 0;var resetpw = 0;var glob_newSkin = 1;var glob_menu_prefix = 'New Header';var glob_deviceInfo = 'Desktop';var glob_newRegistration = 1;var glob_triggerSurvey = 0;var glob_pageType = 'article';var glob_siteRevision = 7721;var showNewsletterPopup = 1;var showFocusGroupPopup = 0;fireOrSaveJsFunctions(1,function(){var tempAacctTid =setInterval(function() {if(typeof _qevents !== """"undefined""""){//wait until _qevents had been set_qevents"
197,"push( { qacct:""""p-v03RmX3GES6RT""""} );clearInterval(tempAacctTid);}}, 500);});fireOrSaveJsFunctions(1,function(){twttr"
198,conversion
199,"trackPid('l4bfr');});fireOrSaveJsFunctions(1,function(){(function(d, s, id) {  var js, fjs = d"
200,getElementsByTagName(s)[0];  if (d
201,getElementById(id)) return;  js = d
202,createElement(s); js
203,id = id;  js
204,"src = """"//connect"
205,facebook
206,net/en_US/sdk
207,js#xfbml=1&version=v2
208,"3&appId=147184211975697"""";  fjs"
209,parentNode
210,"insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));});glob_categoryID=""""65"""";glob_categoryName=""""Nutrition / Diet category"""";fireOrSaveJsFunctions(1,function(){loadScript(""""//z-na"
211,amazon-adsystem
212,"com/widgets/onejs?MarketPlace=US&adInstanceId=c3555b57-ee3e-4ba5-b6f4-ec40911af7e4"""",{},function(){})});// 1"
213,create object of scriptvar deferCSS = document
214,createElement('script');deferCSS
215,src = 'https://hello
216,myfonts
217,net/count/333229';deferCSS
218,type = 'text/javascript';deferCSS
219,defer = true;// 2
220,declaire position of var deferCSS_place = document
221,getElementsByTagName('body')[0];// 3
222,insert object before deferCSS_place
223,appendChild(deferCSS); window
224,"bk_async = function() { bk_addPageCtx('categoryMain', 'nutrition-diet');bk_addPageCtx('categorySub', 'cancer-oncology');bk_addPageCtx('dimension28', 'othernutrition');bk_addPageCtx('dimension29', 'nutrition');BKTAG"
225,"doTag(76945, 10);}; (function() { var scripts = document"
226,getElementsByTagName('script')[0]; var s = document
227,createElement('script'); s
228,async = true; s
229,"src = """"https://tags"
230,bkrtx
231,com/js/bk-coretag
232,"js""""; scripts"
233,parentNode
234,"insertBefore(s, scripts); }()); var articleID=""""324153"""";var articleType = """"written"""";var emailID = """"324153"""";var articleURL = """"/articles/324153"
235,"php"""";var threadID = """"0"""";var opinionsOutput = 0;var showAdsOnArticle = 1;var isSponsored = 0;    for(var contentBlocksDoms=document"
236,"querySelectorAll("""""
237,infobox_large
238,"article-tcblocks > li""""),i=0;i div"
239,headline
240,"mobile""""),excerpt=_this"
241,"querySelector(""""a > div >"
242,"excerpt""""),desktopHeadlineHtmlStr=mobileHeadline"
243,outerHTML;desktopHeadlineHtmlStr=desktopHeadlineHtmlStr
244,"replace(/(class=\"""""
245,*?)\s*mobile\s*(
246,"*?\"""")/g,""""$1$2""""),null===_this"
247,"querySelector(""""a > div >"
248,"headline"""")&&excerpt"
249,"insertAdjacentHTML(""""beforebegin"""",desktopHeadlineHtmlStr),_this"
250,"getElementsByTagName(""""a"""")[0]"
251,removeChild(mobileHeadline)}//Remove  class hide in tabbed content to show on desktop/ tabletif(document
252,"getElementsByClassName(""""collapsed__tabs"""")[0]){document"
253,"getElementsByClassName(""""collapsed__tabs"""")[0]"
254,classList
255,remove('hide');}    var articleTOC = document
256,"getElementsByClassName(""""article_toc"""")[0];if(document"
257,body
258,"contains(articleTOC)){// if the page contains article TOC, we do the trickvar articleTOCpreviousElement = articleTOC"
259,previousElementSibling;if(articleTOCpreviousElement){if((articleTOCpreviousElement
260,className
261,"indexOf(""""photobox_header"""") !==-1&&articleTOCpreviousElement"
262,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
263,className
264,"indexOf(""""photobox_left"""") !==-1&&articleTOCpreviousElement"
265,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
266,className
267,"indexOf(""""photobox_right"""") !==-1&&articleTOCpreviousElement"
268,"querySelector(""""em"""") != null)){articleTOC"
269,classList
270,"add(""""article_collapsed--top"""");}}}var mntDataLayer = """""""";//Fire in adblock"
271,"js cause that's the last event in the page function setMNTDataLayer(e) {mntDataLayer = {""""article_meta"""":{""""publisher"""":""""Medical News Today"""",""""headline"""":""""Study reveals how much fiber we should eat to prevent disease"""",""""description"""":""""A meta-analysis of observational studies and clinical trials reveals the ideal amount of dietary fiber that we should consume each day"
272,""""",""""url"""":""""\/articles\/324153"
273,"php"""",""""CanonicalURL"""":""""https:\/\/www"
274,medicalnewstoday
275,com\/articles\/324153
276,"php"""",""""datePublished"""":""""2019-01-11"""",""""dateUpdated"""":"""""""",""""dateReviewed"""":"""""""",""""author"""":""""Ana Sandoiu"""",""""coAuthor"""":"""""""",""""reviewer"""":"""""""",""""ratingHCP"""":0,""""ratingPublic"""":0,""""commentCount"""":0,""""shareCountFacebook"""":0,""""shareCountGooglePlus"""":0,""""shareCountLinkedIn"""":0,""""shareCountPinterest"""":0,""""ampURL"""":"""""""",""""ampVersion"""":""""N""""},""""reader"""":{""""loggedIn"""":""""no""""},""""targeting"""":{""""categoryMain"""":""""nutrition-diet"""",""""categorySub"""":[""""cancer-oncology"""",""""cardiovascular"""",""""public_health""""],""""articleKeywords"""":"""""""",""""articleID"""":""""324153"""",""""articleType"""":""""written"""",""""micrositeID"""":"""""""",""""articleVersion"""":""""v2"""",""""articleAge"""":""""year""""},""""customDimensions"""":{""""siteVersion"""":""""desktop"""",""""webServer"""":-1,""""iosAppTraffic"""":-1,""""viewportWidth"""":0,""""viewportHeight"""":0,""""hidpi"""":0,""""adblockStatus"""":0}}mntDataLayer[""""article_meta""""][""""shareCountFacebook""""]  = facebookCount;mntDataLayer[""""article_meta""""][""""shareCountGooglePlus""""] = googlePlusCount;mntDataLayer[""""article_meta""""][""""shareCountLinkedIn""""]  = linkedinCount;mntDataLayer[""""article_meta""""][""""shareCountPinterest""""] = pinterestCount;mntDataLayer[""""article_meta""""][""""url""""]  = window"
277,location
278,"href;mntDataLayer[""""customDimensions""""][""""adblockStatus""""]  = adBlockValue; mntDataLayer[""""customDimensions""""][""""viewportWidth""""] = Math"
279,max(document
280,documentElement
281,"clientWidth, window"
282,"innerWidth || 0); mntDataLayer[""""customDimensions""""][""""viewportHeight""""] = Math"
283,max(document
284,documentElement
285,"clientHeight, window"
286,"innerHeight || 0); mntDataLayer[""""customDimensions""""][""""hidpi""""] = (window"
287,devicePixelRatio >= 1
288,"5) ? """"HiDPI"""" : """"1X"""";}"""
289,"""For full functionality, it is necessary to enable JavaScript"
290,Here are instructions how to enable JavaScript in your web browser
291,"Welcome to Medical News TodayHealthline Media, Inc"
292,would like to process and share personal data (e
293,g
294,", mobile ad id) and data about your use of our site (e"
295,g
296,", content interests) with our third party partners (see a current list) using cookies and similar automatic collection tools in order to a) personalize content and/or offers on our site or other sites, b) communicate with you upon request, and/or c) for additional reasons upon notice and, when applicable, with your consent"
297,"Healthline Media, Inc"
298,is based in and operates this site from the United States
299,"Any data you provide will be primarily stored and processed in the United States, pursuant to the laws of the United States, which may provide lesser privacy protections than European Economic Area countries"
300,"By clicking “accept” below, you acknowledge and grant your consent for these activities unless and until you withdraw your consent using our rights request form"
301,Learn more in our Privacy Policy
302,"Top categoriesBlood / HematologyBones / OrthopedicsBreast CancerColorectal CancerDepressionGastroIntestinalHypertensionLymphomaMen's HealthNeurology / NeuroscienceNutrition / DietPain / AnestheticsProstate / Prostate CancerPsoriasisRespiratorySexual Health / STDsStrokeTuberculosisUrology / NephrologyWomen's HealthAll categoriesA - BC - DE - GH - LM - OP - RS - ZAll TopicsMoreSign up for our newsletterDiscover in-depth, condition specific articles written by our in-house team"
303,"NewsletterMNT - Hourly Medical News Since 2003SearchGoTop categoriesBlood / HematologyBones / OrthopedicsBreast CancerColorectal CancerDepressionGastroIntestinalHypertensionLymphomaMen's HealthNeurology / NeuroscienceNutrition / DietPain / AnestheticsProstate / Prostate CancerPsoriasisRespiratorySexual Health / STDsStrokeTuberculosisUrology / NephrologyWomen's HealthAll categoriesA - BC - DE - GH - LM - OP - RS - ZAll TopicsMoreSign up for our newsletterDiscover in-depth, condition specific articles written by our in-house team"
304,NewsletterMNT - Hourly Medical News Since 2003SearchGo Loading
305,"Please accept our privacy termsWe use cookies and similar technologies to improve your browsing experience, personalize content and offers, show targeted ads, analyze traffic, and better understand you"
306,We may share your information with third-party partners for marketing purposes
307,"To learn more and make choices about data use, visit our Advertising Policy and Privacy Policy"
308,"By clicking “Accept and Continue” below, (1) you consent to these activities unless and until you withdraw your consent using our rights request form, and (2) you consent to allow your data to be transferred, processed, and stored in the United States"
309,ACCEPT AND CONTINUE TO SITEDeny permissionScroll to AcceptGet the MNT newsletterEnter your email address to subscribe to our most top categoriesYour privacy is important to us
310,FINISHOK--> googleAdSlotInfo
311,"push({""""slotName"""":'DLB1',""""slotContainer"""":'dlb1_container'});Alcohol may be less harmful for people over 50  PublishedThursday 28 February 2019PublishedThu 28 Feb 2019By Tim Newman Fact checked by Gianna D'Emilio A recent study examines the health impact of consuming alcohol at different ages"
312,"The authors conclude that, for people over the age of 50, the health risks may be less severe"
313,"If alcohol does have protective effects, they are not distributed evenly across all ages"
314,Heavy drinking is linked to a range of serious health consequences
315,"These include certain cancers, liver and heart disease, and damage to the nervous system, including the brain"
316,"However, as has been exhaustively covered in the popular press, drinking in moderation might have certain health benefits"
317,A number of studies have concluded that drinking alcohol at a low level could have a protective effect
318,"One study, for instance, found that light and moderate drinking protected against all-cause mortality, as well as mortality related to cardiovascular disease"
319,"It is no surprise that these stories have been well-received and widely read, but not all researchers agree, and the debate is ongoing"
320,A recent study led by Dr
321,"Timothy Naimi, of the Boston Medical Center in Massachusetts, adds further fuel to an already rampant blaze"
322,"The authors take aim at the methodology used in earlier studies, and they published their findings in the Journal of Studies on Alcohol and Drugs earlier this week"
323,googleAdSlotInfo
324,"push({""""slotName"""":'DLB2',""""slotContainer"""":'dlb2_container'});A fresh approachThe researchers argue that the way that earlier studies measured alcohol's impact on health might be flawed"
325,"Specifically, they note that the studies are generally observational and usually recruit participants over the age of 50"
326,The authors argue that this is problematic because it excludes anyone who might have died due to alcohol before the age of 50
327,"As they dryly point out, """"Deceased persons cannot be enrolled in cohort studies"
328,"""""Dr"
329,Naimi first outlined his concerns about this inherent selection bias in a paper published in the journal Addiction in 2017
330,"""""Those who are established drinkers at age 50 are 'survivors' of their alcohol consumption who [initially] might have been healthier or have had safer drinking patterns"
331,"""""Dr"
332,"Timothy NaimiAccording to the authors, almost 40 percent of deaths due to alcohol consumption occur before the age of 50"
333,This means that the vast majority of research into the potential risks of alcohol do not take these deaths into account and could underestimate the real dangers
334,"To reinvestigate, the authors dipped into data from the Alcohol-Related Disease Impact Application which is maintained by the Centers for Disease Control and Prevention (CDC)"
335,"According to the CDC, this application """"provides national and state estimates of alcohol-related health impacts, including deaths and years of potential life lost"
336,"""""googleAdSlotInfo"
337,"push({""""slotName"""":'out-of-page',""""slotContainer"""":'div-gpt-ad-out-of-page'});The difference of ageThe analysis showed that the level of an individual's alcohol-related risk was heavily influenced by age"
338,"In total, 35"
339,8 percent of alcohol-related deaths occurred in people aged 20–49
340,"When looking at deaths that were prevented by alcohol consumption, the scientists found only 4"
341,5 percent in this age group
342,"When they looked at individuals aged 65 or over, it was a different story: Although a similar 35 percent of alcohol-related deaths occurred in this group, the authors found a huge 80 percent of the deaths prevented by alcohol in this demographic"
343,"The 'safest level of drinking is none,' says alcohol studyA worldwide study of alcohol use concludes that the safest level of consumption is zero"
344,Read nowThe researchers also saw this stark difference between age groups when they looked at the number of potential years lost to alcohol
345,They showed that 58
346,4 percent of the total number of years lost occurred in those aged 20–49
347,"However, this age group only accounted for 14"
